from,to,w
1779,2883,0.122010862
1780,21027,0.565098699
1780,6410,0.241292082
1780,4142,0.029843002
1780,5342,0.948922618
1780,10389,0.396672428
1781,7153,0.752269392
1781,7506,0.992379118
1782,19544,0.345875974
1782,11814,0.273831551
1782,22168,0.536762206
1782,4724,0.236829664
1782,12494,0.182443924
1782,8046,0.406110075
1782,5959,0.203151224
1782,10352,0.573507242
1782,24049,0.445542272
1782,2466,0.996123027
1782,28044,0.066610954
1782,13707,0.36768168
1782,2635,0.56166396
1782,2254,0.208373167
1782,26868,0.643134382
1783,23336,0.54040398
1783,10970,0.068025167
1784,6495,0.802661484
1784,21423,0.118158426
1784,3753,0.501698682
1785,24979,0.153155371
1785,22453,0.200410741
1785,11778,0.007921978
1785,20802,0.059194226
1785,27010,0.629093733
1785,21225,0.139782499
1785,24600,0.269147778
1786,15592,0.262694395
1786,24577,0.964114289
1786,8352,0.494781453
1786,8405,0.994413562
1786,14500,0.762039045
1786,13095,0.991516504
1787,22724,0.775786369
1787,12403,0.777293608
1787,21515,0.275550405
1787,15876,0.626202013
1787,22289,0.835258436
1787,4517,0.124425207
1787,21692,0.001363335
1787,2125,0.058389691
1787,8581,0.001437493
1787,10720,0.241176205
1787,11295,0.25136809
1787,9272,0.835943325
1788,8375,0.927352805
1788,8874,0.703315763
1788,16104,0.938386386
1788,25845,0.13652327
1788,2996,0.554208475
1788,18456,0.992804154
1789,5627,0.52486442
1789,17601,0.332380129
1789,18945,0.313755137
1789,25125,0.523528846
1789,7839,0.725773836
1789,18557,0.612660768
1790,7231,0.639259779
1790,23315,0.185024806
1790,23738,0.283341237
1790,2315,0.424901677
1791,1878,0.494194526
1792,4731,0.735825944
1793,12411,0.012404905
1793,23295,0.628059512
1794,9776,0.515438825
1794,15274,0.194216366
1794,20201,0.739607817
1794,9066,0.256126545
1794,12839,0.551960422
1794,5213,0.622869598
1795,7758,0.400546006
1795,7205,0.393955946
1795,6994,0.240661104
1795,24415,0.585392868
1795,22415,0.469992153
1795,14694,0.576809335
1795,3859,0.805039478
1795,16582,0.454752958
1795,10935,0.136363038
1795,4142,0.852380317
1795,20258,0.425792766
1795,10668,0.553895849
1795,23365,0.983995718
1795,16581,0.639434569
1795,16311,0.187819651
1795,23628,0.734579067
1795,14541,0.707867144
1795,6797,0.685907606
1795,15286,0.176972263
1795,11134,0.902172584
1795,9226,0.457467652
1795,19566,0.848980731
1795,13105,0.350930438
1795,22425,0.800662582
1795,17214,0.8038692
1795,22379,0.581284513
1795,14675,0.692367548
1795,23143,0.496757966
1795,10285,0.377171511
1795,23608,0.902940337
1795,27117,0.096533489
1795,1852,0.409266485
1795,9465,0.077844724
1795,23437,0.201860419
1795,11811,0.936097738
1795,18823,0.564570162
1795,24155,0.080979398
1795,2438,0.67401704
1795,12287,0.634132267
1795,20205,0.53884822
1795,9095,0.960562129
1795,8781,0.102369361
1795,17823,0.511047214
1796,5554,0.642493379
1796,14460,0.106256463
1797,6053,0.083304771
1797,25435,0.977080908
1797,15920,0.997839108
1797,2270,0.086796178
1797,24929,0.699436649
1797,15868,0.874281215
1798,25051,0.009840162
1798,9797,0.488783283
1799,14942,0.655322948
1799,12983,0.382961757
1800,5390,0.820525758
1800,10602,0.141595842
1800,1914,0.549003602
1800,2044,0.25581935
1800,24991,0.976205908
1800,24797,0.934973061
1800,2671,0.467054962
1800,22479,0.313244166
1801,7205,0.800703734
1801,22308,0.085830121
1801,10015,0.330949594
1801,3279,0.117053019
1801,5711,0.208774253
1801,15920,0.783176897
1801,12948,0.116102605
1801,8781,0.750794151
1801,5989,0.951656034
1802,3933,0.277468104
1802,24906,0.772190616
1802,6780,0.980640145
1802,25708,0.161901214
1803,3440,0.203833405
1803,6332,0.988791482
1803,10198,0.049350332
1803,10123,0.742551067
1804,22712,0.054675618
1804,10207,0.9988935
1804,4858,0.905123464
1804,6862,0.927744622
1804,19448,0.408278792
1804,8437,0.883796313
1804,9073,0.549064084
1804,17630,0.101200852
1804,10952,0.428847229
1804,23904,0.575120831
1805,25770,0.835523028
1806,11092,0.134275856
1806,13401,0.349374716
1806,3791,0.530748054
1806,26152,0.34561916
1806,18277,0.237068148
1806,22610,0.381685123
1807,7017,0.761274138
1808,5899,0.49333776
1808,22517,0.015773189
1809,5810,0.370328103
1809,24668,0.186680592
1809,7081,0.757352745
1809,15290,0.837593256
1809,5731,0.313254012
1810,17125,0.944510559
1810,9479,0.314598657
1810,14481,0.553842745
1810,11395,0.186105741
1811,25838,0.277336103
1813,23665,0.300475835
1813,8946,0.911662495
1814,23864,0.105700169
1814,3000,0.808276077
1814,21377,0.723443435
1814,14778,0.312488796
1814,18911,0.565497555
1814,7320,0.666146705
1814,20578,0.721433556
1814,4316,0.584659916
1814,24638,0.724283908
1814,27296,0.716705647
1814,25986,0.439627575
1814,9078,0.475529676
1814,8016,0.317248034
1814,18906,0.186894756
1814,19140,0.163587031
1814,3507,0.792935889
1814,6800,0.584386054
1814,21026,0.122574352
1814,13106,0.746192509
1815,16246,0.374371645
1815,12888,0.222232443
1815,6243,0.763986591
1815,18945,0.612848671
1815,14344,0.540149826
1815,25034,0.248896093
1816,18811,0.723420499
1816,2602,0.999582838
1816,24131,0.129600392
1817,4531,0.282065886
1817,8108,0.730727995
1817,1893,0.733514177
1817,7195,0.907136403
1817,27665,0.732525513
1817,23868,0.515000539
1817,18599,0.342934747
1817,1884,0.699925506
1817,25536,0.19288431
1817,5018,0.183083931
1817,21798,0.807734183
1817,6009,0.372423147
1817,24752,0.265243827
1817,26735,0.383621173
1817,10733,0.732039017
1817,23020,0.90621399
1817,18442,0.452493441
1818,15048,0.759104995
1819,15894,0.8602941
1819,8018,0.273734813
1819,22285,0.736137463
1819,26596,0.915711817
1819,20525,0.812719104
1819,5850,0.455496853
1819,13945,0.593560394
1819,12386,0.618487508
1819,3867,0.40491485
1819,15866,0.025110494
1819,22890,0.780549688
1819,24899,0.720188454
1819,20483,0.462541819
1820,10251,0.756711039
1820,7902,0.303577781
1820,22666,0.342382493
1820,14527,0.539204953
1820,4150,0.661315885
1820,4821,0.847927243
1821,11671,0.383625061
1822,25703,0.890842664
1822,26858,0.76455667
1822,12952,0.514928683
1823,10701,0.426395714
1823,26584,0.23938975
1823,22323,0.868934786
1823,12307,0.6983747
1823,7734,0.70233397
1823,3537,0.242076466
1823,2320,0.907675141
1823,22650,0.196856588
1823,13382,0.982985174
1823,3140,0.779720449
1824,15611,0.551672754
1825,20899,0.858385495
1825,8236,0.099909769
1825,24049,0.380100612
1826,16882,0.449755687
1826,20969,0.872373159
1827,23935,0.324731257
1827,19827,0.139511184
1827,6948,0.052130397
1827,11269,0.285780082
1827,23441,0.14335796
1827,2133,0.816956113
1827,27988,0.777118253
1828,24297,0.651927913
1828,17637,0.621646419
1828,5735,0.648951837
1828,24339,0.864537241
1828,12067,0.928502037
1828,28232,0.349224071
1829,10646,0.78016762
1830,6300,0.511325075
1830,25774,0.06458508
1830,24062,0.681027722
1830,25267,0.28188841
1830,26075,0.752655376
1830,18659,0.613018263
1830,18793,0.340371199
1830,22894,0.86226488
1830,8481,0.612528098
1830,26740,0.647113139
1830,7581,0.546377456
1830,7607,0.589598018
1830,12402,0.833278286
1830,23472,0.517673433
1830,21003,0.859403813
1830,2386,0.781201772
1830,21962,0.754952706
1830,21415,0.493641788
1830,13335,0.219289234
1830,23673,0.097627519
1830,12479,0.627024965
1830,25008,0.27991559
1830,17717,0.123192882
1831,25059,0.209746531
1831,8964,0.577640379
1831,27202,0.754285349
1832,23074,0.363458417
1832,21139,0.254459349
1832,19359,0.241079655
1832,18281,0.050161294
1833,12639,0.434912644
1833,25749,0.720101988
1833,26071,0.422174509
1833,20376,0.122943049
1833,5373,0.352569625
1833,8923,0.405555031
1833,23730,0.731900482
1833,6154,0.311139787
1833,19247,0.976626612
1833,22292,0.183477392
1833,14193,0.655416829
1833,9132,0.015257304
1834,18325,0.977249253
1834,28007,0.273141994
1834,16069,0.132815669
1834,27200,0.032823206
1834,11543,0.080156683
1835,3286,0.675172268
1836,12124,0.602562486
1836,27952,0.885617592
1836,24575,0.479815963
1836,20621,0.507268229
1836,22431,0.828888765
1837,20929,0.717239904
1837,16928,0.089086645
1838,25732,0.413047814
1839,19127,0.310283738
1840,13106,0.394208496
1840,14989,0.554213193
1840,10225,0.617723605
1840,12282,0.413279042
1840,7290,0.21065241
1840,24918,0.146088196
1840,23442,0.10139928
1840,26781,0.681060494
1840,15687,0.801222159
1840,15308,0.374872208
1840,19758,0.005744293
1840,14670,0.057732051
1840,26010,0.43202631
1840,11334,0.985349994
1840,26061,0.438075355
1840,15985,0.434014084
1840,24006,0.279348159
1840,5336,0.631553334
1840,24774,0.220415315
1840,23372,0.189860934
1840,4218,0.889022799
1841,25181,0.654431294
1842,22021,0.572105036
1842,27042,0.371833991
1842,8674,0.296795705
1843,13054,0.66310292
1843,10498,0.189290348
1843,2542,0.731129062
1843,23811,0.961862201
1843,18366,0.78509753
1843,21981,0.997743186
1843,17076,0.496090289
1843,14033,0.509832421
1843,25759,0.996850667
1843,4109,0.79813413
1844,27121,0.642371066
1844,27740,0.825770301
1845,16453,0.623030277
1846,14473,0.335577067
1846,21968,0.197853878
1847,23267,0.176666469
1848,10152,0.591262715
1848,17426,0.504269187
1848,26516,0.153781951
1848,27548,0.217968415
1848,11798,0.081028065
1848,14093,0.090625569
1848,10350,0.464826561
1848,6385,0.654636159
1848,3975,0.031431521
1848,3753,0.396551848
1848,25009,0.922783672
1849,12278,0.874750061
1849,26608,0.709892848
1849,27096,0.267655753
1849,2870,0.028466084
1850,18072,0.770224401
1850,21399,0.704716966
1850,17080,0.651796799
1850,10263,0.688395392
1850,23857,0.104357023
1850,16071,0.944478464
1850,9814,0.819119645
1850,27071,0.688561509
1850,17114,0.654082242
1850,26150,0.516912833
1851,24474,0.014528029
1851,9086,0.189367342
1851,18521,0.807536044
1851,8501,0.73282022
1851,26278,0.069133686
1851,15211,0.309700754
1851,2546,0.846911105
1851,14555,0.168809835
1851,7428,0.123618784
1851,17481,0.528415456
1851,26993,0.962969079
1851,22538,0.716841939
1851,9441,0.419352961
1851,9734,0.415869757
1851,18911,0.992035949
1851,8450,0.350501781
1851,14264,0.302467967
1851,16367,0.95468116
1851,27185,0.46919888
1851,24804,0.89844436
1851,28055,0.119696587
1851,12626,0.447278836
1851,23821,0.574393028
1851,15637,0.827152592
1851,22255,0.80172535
1851,24255,0.455860107
1851,8880,0.710119268
1851,2547,0.211201807
1851,7861,0.817846015
1851,7862,0.067590858
1851,7508,0.249440536
1851,23382,0.612930047
1851,22385,0.400361754
1851,25527,0.868722613
1851,26396,0.449039605
1851,10023,0.572553508
1851,4456,0.427230398
1851,3592,0.232719623
1851,17115,0.707541519
1851,8715,0.694435348
1851,20291,0.961623904
1851,26467,0.182135563
1851,10284,0.539792939
1851,3436,0.896840058
1851,5767,0.167583969
1851,18107,0.113335542
1851,16976,0.301913669
1851,15749,0.035968987
1851,16046,0.063827977
1851,9731,0.615888287
1851,12879,0.398770823
1852,23857,0.459900708
1852,11281,0.753720836
1852,25699,0.088883143
1852,6946,0.720862973
1852,16901,0.436880158
1852,3622,0.703232701
1852,7375,0.427927405
1852,20424,0.558820106
1852,8855,0.894577786
1852,11975,0.376899219
1852,7205,0.430875954
1852,24274,0.313016081
1852,27129,0.836800868
1852,24451,0.213738142
1852,16006,0.972979223
1852,22546,0.278422957
1852,15271,0.702305021
1852,25560,0.029662266
1852,24384,0.306724875
1852,3872,0.599011885
1852,22425,0.189185708
1852,15410,0.185012516
1852,24127,0.421411583
1852,22996,0.501649834
1852,8467,0.982521552
1852,3810,0.74053929
1852,2925,0.026004528
1852,15470,0.552852298
1852,9590,0.658643862
1852,1902,0.353376833
1852,11483,0.91689054
1852,3728,0.751183936
1852,20719,0.407967154
1852,23665,0.193188434
1852,18820,0.472823133
1852,2303,0.179211021
1852,20162,0.833010161
1852,21545,0.802398572
1852,17507,0.9840975
1852,2686,0.35642152
1852,5827,0.411423306
1852,15666,0.767886341
1852,19171,0.854429968
1852,9821,0.766255054
1853,9874,0.735992156
1853,8533,0.539471616
1853,3240,0.222835655
1853,3797,0.306530699
1853,7958,0.908624557
1854,2211,0.442122568
1854,17360,0.69791647
1854,5011,0.640180817
1855,23455,0.826632665
1856,5317,0.986973381
1856,5731,0.040277884
1857,7200,0.737411165
1857,4496,0.879457694
1858,14773,0.15556345
1858,6940,0.947824974
1858,9055,0.872305188
1858,21333,0.655361268
1858,13365,0.265566782
1858,23315,0.956692683
1858,6967,0.924685528
1858,26926,0.044482535
1858,17415,0.980032763
1858,8596,0.394589889
1858,21719,0.779840834
1858,18732,0.728876664
1858,21199,0.07066879
1858,17022,0.510682687
1858,14258,0.330108071
1858,10678,0.45321535
1858,27996,0.618622619
1858,7180,0.315581513
1858,12652,0.389037911
1858,21051,0.310278229
1858,2351,0.618615157
1858,14178,0.683109415
1858,14153,0.209304327
1858,22127,0.796042453
1858,13793,0.327278001
1858,3152,0.494825851
1858,26818,0.134214257
1858,3207,0.889414383
1858,7119,0.568957719
1858,15148,0.752013336
1858,22716,0.080209803
1859,4648,0.852640997
1859,22709,0.520948917
1859,4254,0.481004347
1859,14697,0.892803262
1859,3566,0.627225699
1860,20904,0.689244201
1860,7002,0.460835089
1860,22012,0.519359587
1860,17281,0.709411976
1860,14895,0.02803996
1860,12487,0.764174302
1860,7543,0.072880456
1860,8954,0.416036646
1860,11666,0.363596574
1860,6780,0.664002084
1860,9358,0.225668038
1860,26690,0.801370729
1860,16025,0.660216315
1860,11637,0.529775988
1860,27530,0.719463985
1860,9751,0.259638426
1860,21110,0.767216091
1860,7839,0.848043328
1860,2452,0.935512514
1860,6408,0.627628106
1860,12683,0.241309852
1860,24279,0.758766355
1860,17035,0.58395871
1860,4218,0.067932686
1861,13128,0.644320029
1862,8340,0.566096567
1863,24368,0.206261837
1863,10323,0.964529552
1863,3704,0.227420919
1863,23520,0.572071097
1863,25570,0.094526577
1863,20732,0.087715016
1863,22818,0.753854436
1864,26700,0.647532297
1864,5151,0.191538899
1864,2686,0.1426002
1864,8108,0.969554328
1864,23696,0.495221381
1864,23269,0.866726972
1864,3296,0.158521601
1864,24955,0.640228579
1864,16038,0.306362265
1864,8036,0.600842737
1864,19508,0.015660241
1864,5827,0.349289182
1864,18541,0.771800155
1864,11585,0.108131519
1864,27464,0.780198292
1864,26923,0.216152547
1864,2283,0.949013641
1864,7288,0.438130716
1864,8190,0.431576199
1864,13193,0.351351696
1865,3121,0.53679608
1866,25329,0.546132423
1866,24083,0.950372028
1866,4827,0.10877313
1866,21131,0.568363126
1867,15815,0.826444273
1867,2232,0.25411391
1867,3843,0.928320805
1867,16472,0.761302301
1867,16191,0.789446589
1867,12219,0.49301021
1867,21126,0.800194237
1867,6587,0.379688517
1867,15298,0.445928786
1868,17731,0.503314339
1869,24110,0.03434905
1869,9399,0.599707332
1870,6242,0.674672239
1870,9252,0.998375537
1870,26584,0.411458209
1870,14731,0.899085767
1870,4097,0.58784684
1870,21914,0.995636509
1870,5124,0.849471528
1870,3610,0.040246771
1870,13291,0.17088144
1870,6910,0.54710439
1870,27212,0.029749731
1870,20723,0.884932955
1871,20545,0.215029705
1871,18369,0.245146573
1871,10696,0.506645789
1871,7478,0.479494091
1871,23239,0.24944106
1871,8255,0.510836418
1871,2087,0.334784492
1871,19004,0.826442374
1871,20144,0.787916642
1871,7356,0.135749402
1871,23972,0.301851718
1871,9831,0.1963256
1871,23294,0.413845228
1871,7950,0.061061444
1871,13688,0.782378416
1873,22998,0.480606225
1874,11358,0.008022086
1874,9622,0.456124514
1875,25192,0.34102902
1875,7169,0.172958854
1875,20157,0.299857638
1876,17865,0.018925467
1876,8606,0.200024974
1876,15220,0.715092531
1876,6951,0.253822764
1876,8654,0.525166994
1876,10350,0.28402499
1876,7434,0.935394468
1877,27960,0.9610195
1877,1950,0.250025756
1877,11609,0.351540758
1878,8871,0.285754588
1878,6832,0.77821119
1878,3624,0.58584673
1878,26946,0.778467394
1878,26012,0.957954182
1878,10982,0.896908357
1878,13026,0.377773627
1878,6664,0.621149165
1878,5961,0.171525284
1878,26997,0.097549357
1878,1879,0.090995903
1878,2068,0.896771175
1878,8990,0.260259282
1878,20856,0.789516037
1878,24068,0.11194767
1878,3090,0.881937598
1878,4770,0.674920665
1878,24689,0.007486839
1878,19978,0.916476963
1878,25303,0.464628161
1878,11382,0.926579557
1878,20758,0.738416201
1878,5842,0.953844116
1878,9672,0.279115738
1878,14648,0.865745324
1878,24226,0.083840735
1878,2878,0.095490494
1878,18748,0.158189775
1878,24465,0.345651805
1878,19993,0.762089294
1878,18823,0.155619707
1878,2418,0.594717554
1878,16598,0.828341171
1878,22768,0.274745272
1878,17853,0.510278239
1878,7857,0.696282903
1878,2208,0.71220286
1878,13085,0.577968581
1878,22128,0.526819489
1878,5605,0.794704298
1878,9199,0.284478653
1878,25791,0.076410124
1878,3457,0.018713604
1878,6317,0.29744508
1878,13394,0.311792349
1878,21097,0.689766016
1878,18206,0.74345237
1878,19827,0.075497837
1878,26649,0.280874247
1878,9123,0.726635859
1878,26127,0.591641279
1878,10839,0.927901648
1878,6870,0.666504018
1878,12767,0.851496447
1878,7087,0.609604703
1878,5549,0.156047431
1878,16563,0.386468618
1878,2588,0.635948123
1878,5080,0.26162797
1878,27850,0.551675101
1878,24303,0.542509857
1878,22758,0.725054316
1878,27922,0.307210788
1878,15467,0.219488963
1878,28049,0.026027518
1878,28192,0.822466016
1878,27579,0.620282353
1878,1947,0.155536788
1878,26273,0.846976544
1878,15389,0.740077051
1878,21245,0.705676597
1878,20313,0.464528251
1878,14076,0.053814269
1878,17057,0.159675441
1878,23466,0.708259768
1878,21359,0.639451135
1878,17880,0.579036824
1878,15051,0.024657852
1878,10935,0.598443573
1878,7768,0.202412998
1878,22509,0.26270611
1878,26000,0.166093118
1878,23338,0.379519453
1878,3152,0.5350547
1878,14471,0.365659903
1878,7777,0.089092351
1878,10464,0.539389415
1878,26673,0.8212862
1878,26774,0.754319046
1878,14359,0.699563462
1878,13878,0.256658756
1878,13815,0.504829901
1878,22415,0.326736958
1878,16983,0.537096425
1878,22716,0.760568794
1878,4050,0.01106532
1878,15687,0.341712569
1878,25468,0.668288614
1878,25458,0.754328331
1878,14033,0.048219947
1878,9865,0.651396426
1878,18626,0.732314382
1878,5609,0.6035572
1878,19601,0.834470641
1878,19813,0.526085759
1878,27660,0.9561765
1878,12594,0.163317985
1878,21458,0.574968501
1878,10622,0.702372838
1878,14447,0.429807411
1878,21649,0.376546086
1878,13789,0.535425019
1878,3254,0.912204071
1878,22310,0.37859291
1878,9304,0.739059633
1878,4312,0.851045338
1878,19281,0.08885532
1878,25750,0.77550155
1878,23392,0.148173429
1878,11462,0.550616268
1878,5126,0.868374579
1878,26354,0.266615674
1878,28172,0.563927669
1878,5411,0.092236269
1878,26659,0.033366265
1878,10199,0.563091981
1878,6489,0.388531926
1878,12762,0.736609738
1878,13558,0.654457176
1878,7473,0.598334939
1878,4524,0.117697398
1879,17393,0.06049091
1879,19813,0.626220721
1879,20990,0.683336397
1879,4312,0.76766602
1879,13468,0.242243175
1879,5080,0.191245333
1879,10054,0.151899992
1879,27660,0.846388503
1879,6096,0.306527046
1879,7768,0.947161484
1879,24469,0.705689374
1879,20115,0.147240907
1879,24616,0.190752446
1879,14364,0.829420743
1879,6801,0.310193503
1880,20742,0.773632864
1880,27638,0.653459344
1880,22701,0.834356626
1881,4962,0.310338483
1881,16412,0.73837675
1881,15122,0.674635426
1881,5393,0.79098425
1881,2438,0.264170288
1882,15840,0.175426773
1882,2268,0.515843013
1882,18684,0.95437898
1882,3265,0.412153184
1882,25578,0.770148339
1882,16629,0.44567705
1882,26613,0.407326458
1882,17509,0.101543868
1883,20663,0.114423879
1884,7205,0.424144819
1884,17761,0.906474737
1884,7855,0.262301149
1884,23225,0.045626874
1884,7982,0.305061196
1884,25810,0.243566318
1884,5760,0.924354979
1884,23422,0.748381334
1884,3463,0.341956084
1884,13888,0.901232897
1884,26851,0.671855141
1884,7073,0.555316589
1884,14694,0.248961271
1884,21968,0.595902519
1884,7975,0.349333914
1884,16905,0.17132678
1884,6221,0.452658362
1884,5522,0.803493234
1885,26043,0.273127156
1885,4820,0.251364107
1885,12210,0.257935411
1885,2740,0.686408531
1886,21000,0.928909001
1887,8410,0.994912496
1887,7115,0.977100497
1887,22156,0.487001385
1887,12651,0.574028237
1887,23617,0.399193902
1887,5694,0.093474859
1887,11542,0.246812092
1887,24448,0.231388793
1887,24689,0.703796005
1888,21393,0.023058264
1888,9252,0.325831537
1888,14920,0.159849209
1888,9253,0.184896873
1888,18034,0.458622061
1888,21111,0.569239527
1888,15791,0.504441504
1888,11535,0.910412914
1888,24005,0.149270674
1888,20066,0.339157802
1888,12792,0.825448896
1888,17773,0.860656593
1888,7471,0.989391154
1889,7901,0.769797448
1889,18467,0.550501958
1889,11566,0.159877123
1889,11987,0.449028065
1889,10860,0.512670446
1889,13156,0.306382016
1889,19235,0.467569126
1890,8619,0.162090528
1890,12228,0.567862326
1891,9922,0.387704651
1892,3140,0.603074101
1893,9528,0.86606137
1893,8108,0.926758929
1893,10749,0.144606123
1893,16535,0.200499386
1893,10813,0.218279602
1893,18599,0.431130815
1893,11471,0.108291475
1894,15380,0.604722574
1894,10236,0.323222186
1894,2679,0.991519887
1894,13306,0.837679801
1895,16836,0.51350878
1895,25514,0.290091193
1896,4581,0.693649676
1896,15233,0.421873505
1897,25552,0.770162143
1898,14880,0.592424241
1898,14828,0.582435578
1899,11199,0.560375611
1899,7337,0.236672478
1899,24405,0.562547562
1899,17760,0.394706304
1900,1996,0.512437856
1900,25262,0.058397749
1900,24908,0.35870639
1900,19039,0.065641408
1900,10535,0.279821084
1900,10981,0.039191166
1900,18760,0.646697248
1900,15734,0.214681401
1900,27224,0.401823013
1900,7935,0.688117056
1900,14557,0.206073138
1900,3562,0.04192587
1900,8385,0.496787241
1900,22541,0.958871045
1900,13980,0.804918487
1900,18820,0.624991507
1900,16552,0.045126057
1900,26804,0.659143599
1900,16905,0.039266319
1900,5458,0.480386545
1900,13115,0.85720405
1900,11039,0.124171079
1900,17603,0.843073649
1900,2245,0.103550361
1900,20743,0.505835452
1900,15216,0.243078198
1900,20379,0.080697542
1900,21849,0.919740237
1900,3169,0.77610925
1900,17273,0.548453102
1900,23282,0.797166081
1900,15950,0.253104706
1900,9821,0.733944105
1900,14771,0.042999421
1901,2545,0.637719769
1902,7236,0.779334218
1902,16016,0.790009999
1902,14778,0.659564609
1902,27129,0.913694281
1902,2598,0.036148702
1902,2185,0.989567072
1902,17562,0.607235078
1902,4424,0.314366378
1902,2767,0.328002681
1902,18050,0.471006491
1902,27478,0.222431721
1902,2708,0.682024797
1902,25847,0.00208988
1902,19061,0.742233965
1902,8990,0.770063351
1902,27958,0.508162369
1902,6800,0.529699292
1903,9362,0.225903831
1904,27651,0.507195438
1904,12838,0.246706906
1904,2956,0.315567669
1904,26752,0.111272999
1904,8857,0.286641702
1904,26677,0.950449148
1904,5019,0.557090872
1904,9933,0.77532004
1904,5332,0.592809892
1905,22226,0.914644496
1905,26629,0.64338898
1905,8785,0.018299999
1905,13203,0.070345974
1905,14016,0.144363497
1906,5416,0.454191543
1906,13093,0.791375537
1906,28262,0.893904651
1907,14342,0.675347616
1908,25042,0.421435303
1908,10821,0.235275666
1908,16282,0.750434112
1908,24513,0.939205448
1909,3364,0.635523889
1909,2167,0.285638949
1909,13084,0.413712848
1910,9699,0.447564149
1910,5331,0.695448102
1910,16016,0.195962668
1910,13422,0.425927562
1911,18921,0.034378916
1911,10587,0.659493157
1911,11647,0.030560739
1911,10421,0.375261346
1911,16910,0.865139466
1912,18662,0.837005118
1913,8379,0.661992796
1913,21831,0.330268182
1914,5082,0.909918317
1914,27611,0.079877171
1914,24589,0.617890986
1914,17952,0.291624299
1914,15722,0.393208376
1915,27113,0.512208351
1915,17486,0.368472662
1915,3059,0.842384515
1915,20599,0.022139597
1915,5371,0.244953366
1915,12755,0.059632703
1915,19068,0.440855115
1916,2462,0.322387675
1916,16657,0.542473494
1916,24244,0.742749482
1917,22492,0.936229154
1917,23967,0.692132837
1917,3171,0.111062766
1917,15337,0.522408665
1918,27686,0.726033264
1918,16961,0.304324438
1919,10039,0.32319294
1919,26265,0.274484817
1919,24122,0.231370178
1920,25090,0.105362624
1920,2022,0.42580068
1920,7205,0.502047541
1920,12565,0.863088782
1920,8649,0.754346376
1920,23193,0.485309302
1920,24637,0.065772952
1920,18481,0.014011043
1920,7375,0.844253708
1920,15620,0.073340422
1920,25879,0.125620798
1920,28156,0.965536499
1920,23075,0.78822539
1920,10935,0.919422383
1920,27617,0.326144659
1920,25580,0.080249317
1920,17214,0.967845429
1920,17906,0.945491172
1920,19140,0.778190005
1920,14807,0.238962924
1920,11100,0.971195501
1920,9569,0.149689762
1920,11846,0.187939002
1920,16452,0.510027956
1920,13362,0.390789628
1920,6128,0.277132493
1920,12869,0.086322403
1920,16338,0.448575119
1920,25357,0.50915187
1920,3967,0.655234103
1920,22254,0.23370442
1920,6516,0.900111989
1920,6587,0.58831587
1920,11727,0.748531719
1920,14657,0.791732783
1921,5177,0.388372946
1921,25626,0.820687504
1921,12927,0.829788357
1921,22441,0.071987756
1921,10182,0.005826849
1921,18408,0.69563391
1921,17770,0.21887463
1921,7139,0.129843041
1921,9124,0.275946319
1921,9821,0.423551386
1921,24274,0.644669771
1922,2104,0.631394001
1923,24284,0.499243983
1923,2075,0.885568461
1923,23566,0.925143212
1924,17615,0.597532699
1924,24061,0.748072477
1924,9891,0.739290403
1925,22281,0.489293388
1925,17797,0.673804179
1925,9376,0.230198934
1925,21976,0.056085909
1925,27962,0.369440649
1925,20147,0.987843456
1925,9457,0.829509536
1925,24912,0.185756335
1925,15044,0.875041813
1925,17057,0.021952244
1925,4087,0.530756621
1925,25243,0.684290413
1925,7764,0.257021269
1925,17024,0.32619445
1925,16242,0.807632138
1925,4028,0.210588919
1925,10709,0.461042976
1925,3199,0.802557566
1925,5591,0.730932856
1925,7367,0.074608697
1925,17268,0.175759611
1925,5801,0.693415469
1925,27820,0.653632435
1925,25456,0.810331461
1925,5696,0.432445781
1925,16690,0.955379
1925,12378,0.559282435
1925,5973,0.454510394
1925,21137,0.719740518
1925,5121,0.492233823
1925,14485,0.03144735
1925,21772,0.420377474
1925,12040,0.151235837
1925,18638,0.435297813
1925,21830,0.438639774
1925,25902,0.622623818
1925,19700,0.111527819
1925,6202,0.76699088
1925,21366,0.464352963
1925,13836,0.118846521
1925,7865,0.061363325
1925,21658,0.729027203
1925,17021,0.451900246
1925,26633,0.07566286
1925,26689,0.390293822
1925,2661,0.729344165
1925,12061,0.335995445
1925,24206,0.006646288
1925,3431,0.135331883
1925,11448,0.864653457
1925,27668,0.670116475
1925,21670,0.970636198
1925,8021,0.018810302
1925,6376,0.056402827
1925,25688,0.515241057
1925,19343,0.812003818
1925,8764,0.480881729
1925,13062,0.225633047
1925,5285,0.355944285
1925,3181,0.232693749
1925,25076,0.878802201
1925,26496,0.968101835
1925,19718,0.183869123
1925,18380,0.137511859
1925,17582,0.540789539
1925,6715,0.997542385
1925,7935,0.468916348
1926,17602,0.624177617
1926,26841,0.137933358
1926,8100,0.176765014
1926,16945,0.132359602
1927,21248,0.178281993
1927,5941,0.097219072
1927,3415,0.964842944
1927,10170,0.930565397
1928,15207,0.365675653
1928,2426,0.302901631
1928,27563,0.567086498
1928,15074,0.21147733
1928,1948,0.449804059
1928,4439,0.569030509
1929,11599,0.42849072
1930,11302,0.151409261
1930,16034,0.673520905
1930,18848,0.966585384
1931,14797,0.285965912
1931,26344,0.931406347
1932,4439,0.907647207
